id,first_name,last_name,city,rating,n_orders
40936,Степан,Куликов,Мытищи,52.5,2
40937,Никита,Суханов,Мытищи,4.0,2
40938,Анна,Маслова,Королев,5.0,2
40939,Глеб,Белоусов,Железнодорожный,5.0,4
40940,Михаил,Соколов,Мытищи,5.0,2
40941,Никита,Щукин,Реутов,4.75,4
40942,Алиса,Панфилова,Королев,4.666666666666667,3
40943,Григорий,Константинов,Долгопрудный,5.0,1
40944,Михаил,Лаврентьев,Люберцы,,0
40945,Илья,Богданов,Химки,5.0,2
40946,Илья,Романов,Реутов,5.0,5
40947,Савелий,Марков,Подольск,4.333333333333333,3
40948,Стефания,Трофимова,Королев,5.0,4
40949,Денис,Самсонов,Реутов,5.0,3
40950,Савелий,Вишняков,Химки,3.6666666666666665,3
40951,София,Дроздова,Королев,5.0,1
40952,Иван,Сорокин,Королев,4.5,6
40953,Арсений,Силин,Мытищи,17.5,6
40954,Алиса,Киселева,Железнодорожный,5.0,3
40955,Илья,Борисов,Балашиха,5.0,4
40956,Артем,Гришин,Мытищи,5.0,3
40957,Ульяна,Копылова,Мытищи,5.0,4
40958,Алиса,Игнатьева,Химки,5.0,9
40959,Дарья,Селиверстова,Мытищи,4.428571428571429,7
40960,Лев,Ковалев,Мытищи,4.8,5
40961,Вероника,Галкина,Королев,4.75,4
40962,Диана,Костина,Люберцы,5.0,4
40963,Илья,Пономарев,Подольск,5.0,2
40964,Александр,Бобров,Реутов,28.0,4
40965,Даниил,Елисеев,Мытищи,5.0,2
40966,Михаил,Веселов,Мытищи,4.2,5
40967,Ульяна,Константинова,Реутов,5.0,2
40968,Михаил,Власов,Королев,5.0,1
40969,Демид,Михайлов,Москва,,0
40970,Стефания,Попова,Королев,5.0,3
40971,Роман,Крылов,Реутов,5.0,6
40972,Валерия,Силина,Химки,4.0,7
40973,Валерия,Гуляева,Долгопрудный,4.75,4
40974,Кира,Агафонова,Балашиха,5.0,3
40975,Денис,Васильев,Мытищи,5.0,2
40976,Иван,Гурьев,Долгопрудный,5.0,4
40977,Роман,Жуков,Люберцы,5.0,1
40978,Вероника,Агафонова,Железнодорожный,5.0,1
40979,Елизавета,Ларионова,Москва,5.0,4
40980,Максим,Герасимов,Мытищи,,0
40981,Марк,Денисов,Люберцы,20.833333333333332,6
40982,Михаил,Харитонов,Люберцы,5.0,3
40983,Анна,Мухина,Реутов,5.0,7
40984,Елизавета,Крюкова,Москва,3.6666666666666665,3
40985,Михаил,Ермаков,Долгопрудный,5.0,4
40986,Ярослав,Афанасьев,Долгопрудный,5.0,3
40987,Злата,Третьякова,Королев,5.0,1
40988,Виктория,Шестакова,Реутов,5.0,4
40989,Карина,Владимирова,Балашиха,5.0,3
40990,Егор,Селиверстов,Москва,5.0,3
40991,Никита,Петухов,Долгопрудный,5.0,1
40992,Даниил,Мясников,Реутов,4.666666666666667,3
40993,Милана,Ларионова,Балашиха,4.166666666666667,6
40994,Ева,Панфилова,Мытищи,4.0,3
40995,Андрей,Самсонов,Москва,5.0,5
40996,Виктория,Лебедева,Москва,5.0,2
40997,Карина,Колобова,Москва,4.714285714285714,7
40998,Елизавета,Агафонова,Мытищи,2.5,2
40999,Ярослав,Гурьев,Королев,5.0,1
41000,Савелий,Королев,Железнодорожный,5.0,4
41001,София,Титова,Москва,5.0,1
41002,Яна,Суханова,Королев,7.166666666666667,7
41003,Марк,Белоусов,Химки,5.0,1
41004,Валерия,Блинова,Железнодорожный,3.6666666666666665,3
41005,Карина,Медведева,Москва,4.375,8
41006,Андрей,Коновалов,Королев,5.0,4
41007,Андрей,Гурьев,Балашиха,3.8,5
41008,Тимофей,Беляков,Реутов,5.0,1
41009,Арсений,Медведев,Королев,4.0,4
41010,Савелий,Пахомов,Химки,5.0,1
41011,Тимофей,Андреев,Москва,,0
41012,Андрей,Голубев,Железнодорожный,5.0,4
41013,Яна,Копылова,Реутов,4.333333333333333,6
41014,Роман,Жданов,Долгопрудный,5.0,4
41015,Анна,Назарова,Реутов,3.6666666666666665,3
41016,Глеб,Капустин,Королев,4.6,5
41017,Дарья,Тимофеева,Королев,5.0,2
41018,Ксения,Уварова,Подольск,4.6,5
41019,Демид,Кошелев,Подольск,5.0,6
41020,Даниил,Лапин,Балашиха,3.8,5
41021,Матвей,Панов,Железнодорожный,5.0,1
41022,Никита,Овчинников,Мытищи,5.0,3
41023,Арина,Борисова,Реутов,4.833333333333333,6
41024,Илья,Лаврентьев,Мытищи,5.0,3
41025,Ярослав,Силин,Подольск,5.0,7
41026,Маргарита,Шилова,Балашиха,5.0,2
41027,Денис,Голубев,Мытищи,5.0,3
41028,Наталья,Одинцова,Люберцы,4.857142857142857,7
41029,Алёна,Антонова,Королев,4.75,5
41030,Тимофей,Прохоров,Реутов,5.0,8
41031,Вероника,Афанасьева,Москва,5.0,3
41032,Денис,Доронин,Королев,5.0,2
41033,Константин,Белоусов,Химки,5.0,1
41034,Александр,Колесников,Подольск,5.0,3
41035,Иван,Медведев,Люберцы,4.166666666666667,6
41036,Лев,Чернов,Люберцы,4.75,5
41037,Злата,Крюкова,Люберцы,27.75,4
41038,Вероника,Яковлева,Люберцы,4.0,4
41039,Алёна,Фадеева,Мытищи,5.0,1
41040,Максим,Кудряшов,Долгопрудный,5.0,2
41041,Кирилл,Шестаков,Королев,3.0,2
41042,Марк,Силин,Химки,5.0,3
41043,Егор,Громов,Балашиха,5.0,2
41044,Диана,Никитина,Реутов,5.0,3
41045,Елизавета,Пономарева,Королев,5.0,3
41046,Елизавета,Третьякова,Балашиха,3.75,5
41047,Алексей,Белов,Москва,5.0,1
41048,Александра,Лукина,Мытищи,4.0,3
41049,Анна,Пахомова,Мытищи,5.0,1
41050,Яна,Комарова,Железнодорожный,5.0,1
41051,Егор,Кондратьев,Балашиха,,0
41052,Елизавета,Ковалева,Железнодорожный,4.0,2
41053,Дарья,Жукова,Подольск,5.0,3
41054,Степан,Дементьев,Реутов,5.0,1
41055,Марк,Одинцов,Железнодорожный,5.0,3
41056,София,Меркушева,Долгопрудный,5.0,3
41057,Кира,Мельникова,Москва,20.833333333333332,6
41058,Виктория,Жданова,Долгопрудный,4.75,4
41059,Максим,Дементьев,Подольск,5.0,8
41060,Милана,Денисова,Подольск,5.0,1
41061,Степан,Андреев,Москва,5.0,4
41062,Лев,Шаров,Железнодорожный,4.333333333333333,3
41063,Егор,Ермаков,Королев,3.0,2
41064,Валерия,Колобова,Железнодорожный,5.0,2
41065,Стефания,Сазонова,Мытищи,4.428571428571429,7
41066,Арина,Белякова,Королев,3.0,4
41067,Савелий,Зыков,Подольск,5.0,3
41068,Марк,Дьячков,Люберцы,28.25,4
41069,Елизавета,Муравьева,Железнодорожный,5.0,3
41070,Василиса,Зиновьева,Подольск,5.0,2
41071,Виктория,Архипова,Долгопрудный,5.0,1
41072,Виктор,Макаров,Москва,3.2,7
41073,Иван,Соколов,Долгопрудный,5.0,3
41074,Никита,Пестов,Химки,5.0,2
41075,Григорий,Хохлов,Люберцы,3.3333333333333335,6
41076,Ксения,Макарова,Королев,3.4,6
41077,Ярослав,Баранов,Мытищи,5.0,5
41078,Анастасия,Герасимова,Железнодорожный,5.0,2
41079,Дарья,Белоусова,Железнодорожный,5.0,5
41080,Милана,Игнатова,Подольск,5.0,2
41081,Александра,Селезнева,Долгопрудный,5.0,1
41082,Алиса,Матвеева,Москва,5.0,3
41083,Карина,Калашникова,Подольск,5.0,6
41084,Ярослав,Денисов,Люберцы,20.666666666666668,7
41085,Константин,Ефимов,Долгопрудный,5.0,3
41086,Анна,Бирюкова,Королев,4.833333333333333,6
41087,Мария,Абрамова,Химки,5.0,3
41088,Ульяна,Большакова,Москва,1.0,1
41089,Мария,Дроздова,Подольск,5.0,4
41090,Виктория,Федотова,Подольск,5.0,4
41091,Злата,Титова,Подольск,4.2,5
41092,Степан,Гусев,Реутов,3.75,5
41093,Александр,Гордеев,Подольск,5.0,4
41094,Маргарита,Рябова,Люберцы,3.25,4
41095,Милана,Русакова,Химки,5.0,1
41096,Тимофей,Дементьев,Подольск,4.0,4
41097,Лев,Бобылев,Балашиха,5.0,4
41098,Арсений,Беляков,Королев,5.0,6
41099,Роман,Федосеев,Реутов,28.75,4
41100,Матвей,Котов,Химки,4.142857142857143,7
41101,Мария,Филатова,Реутов,5.0,5
41102,Даниил,Овчинников,Реутов,3.6666666666666665,3
41103,Демид,Селезнев,Люберцы,5.0,1
41104,Федор,Потапов,Железнодорожный,4.2,6
41105,Тимофей,Морозов,Люберцы,3.75,4
41106,Валерия,Орлова,Москва,5.0,5
41107,Даниил,Дроздов,Подольск,5.0,3
41108,Вероника,Молчанова,Балашиха,4.0,4
41109,Максим,Селезнев,Химки,3.6666666666666665,3
41110,Ульяна,Беляева,Балашиха,5.0,3
41111,Глеб,Лебедев,Мытищи,51.5,3
41112,Константин,Колесников,Королев,20.333333333333332,6
41113,Ксения,Копылова,Королев,5.0,4
41114,Иван,Князев,Подольск,4.2,5
41115,Анастасия,Кириллова,Балашиха,,0
41116,Елизавета,Зиновьева,Реутов,2.3333333333333335,3
41117,Яна,Русакова,Люберцы,5.0,2
41118,Алексей,Дьячков,Реутов,3.6666666666666665,3
41119,Ульяна,Кабанова,Железнодорожный,5.0,3
41120,Валерия,Зимина,Долгопрудный,4.25,4
41121,София,Суворова,Москва,5.0,2
41122,Ева,Евдокимова,Королев,5.0,3
41123,Глеб,Авдеев,Москва,5.0,3
41124,Вероника,Стрелкова,Люберцы,5.0,1
41125,Стефания,Кулакова,Подольск,5.0,2
41126,Милана,Агафонова,Реутов,5.0,4
41127,Маргарита,Попова,Королев,5.0,4
41128,Роман,Николаев,Железнодорожный,4.4,5
41129,Илья,Казаков,Железнодорожный,5.0,6
41130,Даниил,Романов,Люберцы,5.0,1
41131,Александр,Дементьев,Москва,5.0,1
41132,Денис,Петров,Реутов,4.0,4
41133,Иван,Ершов,Балашиха,5.0,4
41134,Виктор,Носков,Мытищи,5.0,3
41135,Никита,Доронин,Железнодорожный,5.0,2
41136,Константин,Трофимов,Мытищи,5.0,2
41137,Стефания,Маслова,Балашиха,4.666666666666667,3
41138,Алиса,Зайцева,Химки,5.0,4
41139,Анастасия,Елисеева,Долгопрудный,3.0,4
41140,София,Исакова,Люберцы,5.0,4
41141,Даниил,Самсонов,Реутов,4.5,2
41142,Стефания,Хохлова,Долгопрудный,5.0,3
41143,Василиса,Денисова,Люберцы,5.0,5
41144,Максим,Овчинников,Королев,5.0,1
41145,Михаил,Абрамов,Королев,4.2,5
41146,Анастасия,Воробьева,Реутов,4.0,4
41147,Полина,Шарова,Королев,3.0,2
41148,Егор,Журавлев,Балашиха,5.0,4
41149,Александра,Кудрявцева,Москва,5.0,6
41150,Максим,Лапин,Мытищи,5.0,5
41151,Роман,Кириллов,Мытищи,5.0,2
41152,Григорий,Дьячков,Королев,5.0,2
41153,Иван,Колесников,Королев,5.0,2
41154,Демид,Николаев,Балашиха,5.0,4
41155,София,Цветкова,Мытищи,4.857142857142857,7
41156,Ксения,Белова,Мытищи,4.2,7
41157,Кира,Котова,Люберцы,5.0,3
41158,Степан,Антонов,Люберцы,3.3333333333333335,7
41159,Степан,Князев,Долгопрудный,5.0,3
41160,Ева,Громова,Москва,5.0,3
41161,Василиса,Лапина,Люберцы,4.2,5
41162,Арсений,Марков,Химки,5.0,2
41163,Алиса,Лукина,Реутов,5.0,3
41164,Григорий,Куликов,Королев,4.333333333333333,6
41165,Александр,Гусев,Балашиха,5.0,1
41166,Владислав,Сафонов,Люберцы,5.0,2
41167,Григорий,Коновалов,Долгопрудный,,0
41168,Ульяна,Сысоева,Химки,5.0,3
41169,Валерия,Миронова,Королев,4.5,4
41170,Лев,Семенов,Балашиха,3.0,4
41171,Василиса,Бурова,Химки,5.0,1
41172,Илья,Кудряшов,Реутов,5.0,1
41173,Милана,Гаврилова,Железнодорожный,5.0,5
41174,Кира,Трофимова,Люберцы,4.4,5
41175,Даниил,Суворов,Мытищи,5.0,3
41176,Иван,Гурьев,Мытищи,5.0,2
41177,Полина,Петухова,Подольск,4.428571428571429,7
41178,Маргарита,Трофимова,Королев,5.0,1
41179,Виктор,Марков,Долгопрудный,5.0,2
41180,Василиса,Федотова,Химки,4.0,1
41181,Глеб,Александров,Долгопрудный,5.0,1
41182,Анна,Лапина,Балашиха,5.0,2
41183,Никита,Громов,Люберцы,3.0,4
41184,Анна,Ларионова,Железнодорожный,5.0,1
41185,Ульяна,Емельянова,Реутов,4.5,3
41186,Мария,Ковалева,Балашиха,5.0,3
41187,Андрей,Мамонтов,Подольск,3.5,2
41188,Даниил,Некрасов,Долгопрудный,4.0,5
41189,Виктор,Степанов,Железнодорожный,36.333333333333336,3
41190,Константин,Герасимов,Люберцы,3.8,5
41191,Алексей,Белозеров,Реутов,5.0,6
41192,Федор,Кулагин,Королев,5.0,3
41193,Арсений,Бирюков,Подольск,4.5,2
41194,Карина,Филатова,Химки,5.0,5
41195,Злата,Боброва,Железнодорожный,5.0,1
41196,Кирилл,Лукин,Реутов,5.0,3
41197,Денис,Павлов,Железнодорожный,5.0,4
41198,Григорий,Гуляев,Долгопрудный,5.0,6
41199,Арсений,Овчинников,Королев,5.0,3
41200,Арина,Гаврилова,Москва,5.0,3
41201,Егор,Федосеев,Реутов,5.0,3
41202,Тимофей,Васильев,Королев,52.0,2
41203,Маргарита,Кононова,Москва,5.0,2
41204,Александра,Игнатова,Химки,5.0,5
41205,Анна,Попова,Реутов,3.0,2
41206,Валерия,Шашкова,Мытищи,5.0,3
41207,Степан,Новиков,Химки,36.666666666666664,3
41208,Константин,Капустин,Долгопрудный,4.0,6
41209,Полина,Дроздова,Подольск,4.666666666666667,3
41210,Ксения,Кондратьева,Долгопрудный,4.75,6
41211,Валерия,Фадеева,Мытищи,4.5,2
41212,Валерия,Белякова,Королев,5.0,5
41213,Диана,Кузнецова,Железнодорожный,4.0,4
41214,Иван,Самсонов,Люберцы,5.0,5
41215,Карина,Пономарева,Балашиха,5.0,1
41216,Маргарита,Куликова,Москва,30.0,3
41217,Роман,Борисов,Долгопрудный,5.0,2
41218,Стефания,Рогова,Мытищи,5.0,1
41219,Анастасия,Кошелева,Железнодорожный,4.2,5
41220,Александра,Пономарева,Москва,5.0,3
41221,Виктория,Виноградова,Мытищи,4.0,5
41222,Анастасия,Гришина,Подольск,3.0,2
41223,Андрей,Орлов,Железнодорожный,5.0,4
41224,Тимофей,Устинов,Балашиха,5.0,4
41225,Даниил,Белов,Москва,,0
41226,Егор,Фролов,Балашиха,36.666666666666664,3
41227,Савелий,Исаков,Химки,5.0,2
41228,Диана,Герасимова,Реутов,5.0,3
41229,Валерия,Лебедева,Балашиха,5.0,6
41230,Злата,Николаева,Королев,5.0,3
41231,Милана,Шубина,Мытищи,4.833333333333333,6
41232,Анастасия,Белозерова,Москва,5.0,2
41233,Валерия,Гуляева,Балашиха,5.0,4
41234,Диана,Некрасова,Железнодорожный,5.0,1
41235,Алёна,Лыткина,Долгопрудный,5.0,2
41236,Стефания,Игнатьева,Люберцы,4.0,5
41237,Артем,Максимов,Королев,5.0,1
41238,Анна,Терентьева,Долгопрудный,5.0,3
41239,Федор,Шестаков,Люберцы,5.0,1
41240,Денис,Орехов,Люберцы,5.0,4
41241,Кира,Шубина,Подольск,1.0,1
41242,Анна,Исаева,Железнодорожный,5.0,3
41243,Елизавета,Брагина,Долгопрудный,12.5,2
41244,Кирилл,Пахомов,Реутов,3.6666666666666665,3
41245,Иван,Устинов,Железнодорожный,4.833333333333333,7
41246,Ксения,Степанова,Москва,5.0,3
41247,Елизавета,Лапина,Москва,5.0,2
41248,Денис,Карпов,Королев,4.6,5
41249,Алиса,Лапина,Железнодорожный,5.0,2
41250,Диана,Капустина,Железнодорожный,5.0,3
41251,Марк,Агафонов,Железнодорожный,3.5,2
41252,Никита,Федотов,Мытищи,4.333333333333333,6
41253,Илья,Шилов,Железнодорожный,5.0,3
41254,Маргарита,Богданова,Реутов,4.777777777777778,9
41255,Алексей,Симонов,Люберцы,5.0,4
41256,Глеб,Ситников,Химки,5.0,4
41257,Марк,Ефимов,Мытищи,5.0,4
41258,Вероника,Лазарева,Подольск,,0
41259,Милана,Гордеева,Долгопрудный,,0
41260,Иван,Евсеев,Балашиха,5.0,4
41261,Ева,Муравьева,Мытищи,4.333333333333333,6
41262,Милана,Ларионова,Подольск,5.0,4
41263,Полина,Лукина,Долгопрудный,5.0,5
41264,Глеб,Сергеев,Москва,,0
41265,Валерия,Колесникова,Королев,5.0,4
41266,Вероника,Молчанова,Реутов,5.0,4
41267,Степан,Фадеев,Королев,3.6666666666666665,3
41268,Артем,Шашков,Подольск,5.0,5
41269,Демид,Ермаков,Железнодорожный,3.6666666666666665,3
41270,Демид,Кулаков,Реутов,5.0,1
41271,Карина,Беспалова,Москва,4.2,5
41272,Артем,Фокин,Железнодорожный,5.0,4
41273,Иван,Шилов,Мытищи,5.0,1
41274,Александра,Устинова,Королев,5.0,1
41275,Даниил,Карпов,Москва,5.0,3
41276,Арсений,Князев,Долгопрудный,3.0,2
41277,Карина,Зуева,Подольск,5.0,4
41278,Даниил,Беспалов,Мытищи,5.0,2
41279,Наталья,Емельянова,Химки,5.0,3
41280,Елизавета,Лыткина,Мытищи,5.0,4
41281,Карина,Галкина,Химки,5.0,2
41282,Арина,Елисеева,Железнодорожный,3.6666666666666665,6
41283,Константин,Колобов,Долгопрудный,4.0,2
41284,Константин,Юдин,Реутов,5.0,2
41285,Илья,Архипов,Реутов,5.0,6
41286,Полина,Третьякова,Мытищи,5.0,4
41287,Андрей,Пахомов,Железнодорожный,4.2,5
41288,Александр,Королев,Реутов,3.3333333333333335,3
41289,Даниил,Рыбаков,Реутов,5.0,5
41290,Дарья,Александрова,Мытищи,3.0,4
41291,Андрей,Сорокин,Подольск,4.7272727272727275,11
41292,Артем,Буров,Реутов,24.0,6
41293,Кира,Макарова,Люберцы,4.75,4
41294,Карина,Петухова,Москва,4.0,4
41295,Полина,Куликова,Реутов,4.75,4
41296,Ксения,Гущина,Подольск,4.5,2
41297,Кира,Голубева,Люберцы,5.0,4
41298,Диана,Нестерова,Железнодорожный,5.0,4
41299,Ева,Сорокина,Мытищи,5.0,3
41300,Кирилл,Лебедев,Подольск,5.0,3
41301,Владислав,Исаков,Железнодорожный,3.6666666666666665,3
41302,Илья,Бобылев,Химки,4.2,5
41303,Максим,Сергеев,Долгопрудный,5.0,2
41304,Василиса,Лаврентьева,Королев,4.5,8
41305,Демид,Симонов,Королев,5.0,5
41306,Егор,Щербаков,Москва,5.0,2
41307,Лев,Лобанов,Королев,5.0,1
41308,Федор,Андреев,Долгопрудный,5.0,1
41309,Ксения,Власова,Подольск,3.75,4
41310,Денис,Казаков,Подольск,5.0,3
41311,Александр,Силин,Москва,4.5,2
41312,Никита,Чернов,Балашиха,4.0,4
41313,Анна,Фомичева,Реутов,,0
41314,Валерия,Соколова,Мытищи,4.5,2
41315,Ксения,Фокина,Подольск,3.0,2
41316,Алиса,Красильникова,Москва,5.0,3
41317,Арина,Александрова,Реутов,3.6666666666666665,3
41318,Яна,Горшкова,Подольск,3.6666666666666665,4
41319,Александр,Павлов,Москва,5.0,4
41320,Тимофей,Устинов,Люберцы,36.666666666666664,3
41321,Ярослав,Михайлов,Реутов,4.75,4
41322,Даниил,Юдин,Москва,,0
41323,Илья,Агафонов,Долгопрудный,5.0,4
41324,Даниил,Марков,Мытищи,5.0,1
41325,Маргарита,Ларионова,Химки,4.666666666666667,3
41326,Наталья,Чернова,Балашиха,5.0,1
41327,Алёна,Карпова,Королев,5.0,5
41328,Злата,Горбунова,Реутов,5.0,1
41329,Валерия,Фомина,Подольск,4.333333333333333,6
41330,Алексей,Максимов,Мытищи,5.0,2
41331,Александра,Капустина,Москва,5.0,4
41332,Елизавета,Матвеева,Москва,4.0,5
41333,Милана,Павлова,Балашиха,5.0,4
41334,Даниил,Быков,Москва,5.0,4
41335,Арсений,Корнилов,Химки,5.0,2
41336,Никита,Одинцов,Мытищи,4.25,4
41337,Арсений,Николаев,Балашиха,5.0,7
41338,Константин,Смирнов,Реутов,5.0,3
41339,Иван,Яковлев,Москва,5.0,1
41340,Ярослав,Красильников,Подольск,3.6666666666666665,3
41341,Григорий,Анисимов,Реутов,20.833333333333332,6
41342,Егор,Стрелков,Долгопрудный,5.0,2
41343,Егор,Соколов,Люберцы,5.0,3
41344,Виктория,Якушева,Балашиха,4.666666666666667,3
41345,Ульяна,Киселева,Реутов,5.0,7
41346,Федор,Колесников,Мытищи,5.0,5
41347,Стефания,Симонова,Балашиха,5.0,2
41348,Ярослав,Доронин,Мытищи,23.2,6
41349,Маргарита,Голубева,Королев,4.333333333333333,6
41350,Арсений,Соколов,Химки,5.0,5
41351,Максим,Виноградов,Подольск,4.285714285714286,7
41352,Ева,Пахомова,Балашиха,4.6,5
41353,Денис,Родионов,Балашиха,5.0,6
41354,Алиса,Артемьева,Химки,5.0,4
41355,Константин,Агафонов,Люберцы,,0
41356,Глеб,Петухов,Подольск,3.25,8
41357,Кира,Шашкова,Железнодорожный,5.0,3
41358,Ева,Попова,Реутов,3.7142857142857144,7
41359,Мария,Трофимова,Москва,4.2,5
41360,Карина,Федотова,Люберцы,5.0,3
41361,Владислав,Князев,Москва,3.6666666666666665,3
41362,Ульяна,Щукина,Долгопрудный,4.0,4
41363,Владислав,Яковлев,Люберцы,5.0,4
41364,Илья,Гурьев,Королев,5.0,5
41365,Диана,Лазарева,Долгопрудный,5.0,7
41366,Денис,Соловьев,Балашиха,5.0,3
41367,Алексей,Потапов,Москва,4.0,4
41368,Ева,Кузьмина,Москва,5.0,2
41369,Яна,Соколова,Люберцы,4.75,4
41370,Дарья,Ковалева,Мытищи,4.0,6
41371,Артем,Шилов,Химки,5.0,3
41372,Дарья,Соболева,Люберцы,5.0,2
41373,Алёна,Лебедева,Долгопрудный,5.0,6
41374,Ульяна,Михеева,Мытищи,4.75,4
41375,Арсений,Кузьмин,Железнодорожный,5.0,3
41376,Кирилл,Новиков,Химки,,0
41377,Василиса,Алексеева,Железнодорожный,5.0,8
41378,Константин,Смирнов,Реутов,5.0,2
41379,Василиса,Третьякова,Долгопрудный,5.0,3
41380,София,Кузьмина,Мытищи,3.6666666666666665,3
41381,Степан,Прохоров,Москва,4.0,4
41382,Виктор,Колобов,Реутов,5.0,1
41383,Милана,Павлова,Мытищи,4.142857142857143,7
41384,Виктор,Сидоров,Люберцы,5.0,3
41385,Кира,Попова,Подольск,5.0,1
41386,Владислав,Цветков,Москва,5.0,6
41387,Ярослав,Романов,Балашиха,3.25,5
41388,Тимофей,Панфилов,Подольск,5.0,3
41389,Демид,Лихачев,Москва,5.0,2
41390,Анна,Беспалова,Подольск,5.0,5
41391,Злата,Селезнева,Химки,5.0,2
41392,Мария,Трофимова,Москва,5.0,1
41393,Анастасия,Горшкова,Реутов,5.0,3
41394,Кира,Одинцова,Люберцы,5.0,2
41395,София,Боброва,Подольск,5.0,4
41396,Александр,Сазонов,Химки,4.0,1
41397,Михаил,Беспалов,Железнодорожный,5.0,3
41398,Демид,Иванов,Люберцы,5.0,2
41399,Стефания,Анисимова,Химки,5.0,2
41400,Яна,Воробьева,Железнодорожный,3.6,5
41401,Роман,Максимов,Химки,3.6666666666666665,3
41402,Денис,Потапов,Люберцы,5.0,4
41403,Савелий,Шестаков,Балашиха,52.5,2
41404,Дарья,Зуева,Балашиха,4.0,3
41405,Роман,Щербаков,Реутов,5.0,5
41406,Ксения,Журавлева,Москва,5.0,5
41407,Владислав,Мясников,Железнодорожный,4.0,4
41408,Никита,Павлов,Железнодорожный,4.75,4
41409,Карина,Новикова,Москва,5.0,3
41410,Наталья,Борисова,Москва,3.5,2
41411,Полина,Большакова,Королев,5.0,2
41412,Алёна,Харитонова,Балашиха,5.0,4
41413,Анна,Зимина,Химки,1.0,1
41414,Василиса,Савина,Реутов,3.6666666666666665,3
41415,Наталья,Владимирова,Химки,5.0,4
41416,Полина,Соколова,Долгопрудный,5.0,1
41417,Глеб,Ефремов,Балашиха,5.0,5
41418,Роман,Капустин,Долгопрудный,5.0,4
41419,Никита,Петров,Подольск,4.0,4
41420,Василиса,Аксенова,Подольск,5.0,5
41421,Арсений,Котов,Мытищи,5.0,3
41422,Илья,Журавлев,Химки,4.333333333333333,4
41423,Алиса,Боброва,Балашиха,3.0,2
41424,Стефания,Юдина,Мытищи,4.0,4
41425,Полина,Щукина,Химки,5.0,3
41426,Тимофей,Гришин,Долгопрудный,5.0,4
41427,Алексей,Русаков,Балашиха,5.0,2
41428,Андрей,Фомичев,Реутов,5.0,1
41429,Ева,Прохорова,Москва,5.0,3
41430,Кира,Лаврентьева,Долгопрудный,4.8,5
41431,Валерия,Андреева,Химки,,0
41432,Маргарита,Кузнецова,Москва,5.0,2
41433,Виктор,Калинин,Долгопрудный,3.6666666666666665,3
41434,Глеб,Лобанов,Люберцы,5.0,2
41435,Алёна,Карпова,Балашиха,3.4,5
41436,Кира,Денисова,Мытищи,5.0,1
41437,Карина,Горшкова,Москва,4.333333333333333,3
41438,Валерия,Александрова,Мытищи,4.285714285714286,7
41439,Анна,Шашкова,Балашиха,5.0,1
41440,Злата,Титова,Химки,5.0,8
41441,Михаил,Евдокимов,Подольск,28.5,4
41442,Никита,Шубин,Москва,5.0,2
41443,Владислав,Самойлов,Долгопрудный,5.0,2
41444,Анна,Гусева,Королев,5.0,1
41445,Полина,Зайцева,Москва,3.0,2
41446,Ева,Казакова,Химки,4.6,10
41447,Вероника,Гордеева,Химки,4.0,3
41448,Роман,Калашников,Долгопрудный,5.0,4
41449,Демид,Лыткин,Химки,5.0,4
41450,Александр,Шестаков,Реутов,4.5,8
41451,Анастасия,Фомина,Долгопрудный,5.0,6
41452,Василиса,Максимова,Железнодорожный,4.857142857142857,8
41453,Лев,Никифоров,Люберцы,4.5,2
41454,Злата,Селезнева,Химки,5.0,5
41455,Виктор,Иванов,Люберцы,52.5,2
41456,Григорий,Лазарев,Железнодорожный,5.0,1
41457,Егор,Нестеров,Химки,5.0,4
41458,Алиса,Кулакова,Мытищи,5.0,1
41459,Лев,Федоров,Долгопрудный,4.333333333333333,6
41460,Маргарита,Никифорова,Москва,1.0,1
41461,Яна,Игнатова,Долгопрудный,5.0,1
41462,Милана,Панфилова,Королев,3.5,5
41463,Даниил,Мамонтов,Балашиха,5.0,4
41464,Милана,Тарасова,Железнодорожный,4.0,4
41465,Ева,Петухова,Реутов,5.0,1
41466,Ульяна,Дмитриева,Подольск,5.0,6
41467,Милана,Титова,Балашиха,5.0,2
41468,Михаил,Чернов,Подольск,4.0,4
41469,Ульяна,Пестова,Мытищи,5.0,2
41470,Федор,Фомин,Реутов,5.0,4
41471,Арина,Богданова,Железнодорожный,3.0,3
41472,Виктор,Александров,Подольск,5.0,1
41473,Арина,Владимирова,Мытищи,4.75,4
41474,Алиса,Веселова,Москва,4.2,5
41475,Константин,Большаков,Королев,5.0,2
41476,Лев,Игнатов,Мытищи,5.0,3
41477,Александр,Лобанов,Мытищи,3.6666666666666665,4
41478,Милана,Гурьева,Москва,5.0,3
41479,Александра,Селезнева,Химки,4.0,4
41480,Даниил,Русаков,Подольск,5.0,4
41481,Ева,Данилова,Балашиха,5.0,3
41482,Карина,Рогова,Люберцы,5.0,3
41483,Иван,Сазонов,Балашиха,5.0,3
41484,Яна,Федосеева,Люберцы,3.6666666666666665,4
41485,Роман,Логинов,Долгопрудный,5.0,1
41486,Григорий,Поляков,Мытищи,5.0,4
41487,Максим,Лебедев,Москва,5.0,3
41488,Ульяна,Михеева,Реутов,4.666666666666667,3
41489,Глеб,Блинов,Королев,5.0,1
41490,Константин,Киселев,Люберцы,3.0,2
41491,Денис,Суворов,Балашиха,5.0,3
41492,Савелий,Гурьев,Химки,,1
