id,first_name,last_name,auto,rating,city
996,Саид,Абдуллаев,374,5.851648351648351,Подольск
997,Рамазан,Джабраилов,170,6.216666666666667,Долгопрудный
998,Темирлан,Рахимов,1051,7.139013452914798,Железнодорожный
999,Ислам,Юсупов,887,6.362962962962963,Железнодорожный
1000,Темирлан,Махмудов,1002,6.73,Реутов
1001,Дмитрий,Козлов,607,6.209876543209877,Москва
1002,Ислам,Абдурахман,612,6.150627615062762,Москва
1003,Павел,Новиков,1096,7.044715447154472,Москва
1004,Аслан,Исаев,293,8.222222222222221,Реутов
1005,Сергей,Сидоров,211,5.528985507246377,Реутов
1006,Сергей,Петров,1356,7.5895196506550215,Москва
1007,Эльнур,Махмудов,1413,6.322751322751323,Подольск
1008,Расул,Саидов,1475,6.93953488372093,Москва
1009,Дмитрий,Иванов,1380,8.186046511627907,Мытищи
1010,Эльнур,Махмудов,1343,6.190476190476191,Подольск
1011,Ислам,Саидов,100,7.758928571428571,Москва
1012,Нурсултан,Саидов,1087,6.275862068965517,Реутов
1013,Расул,Юсупов,1126,7.222222222222222,Люберцы
1014,Владимир,Лебедев,817,7.4393939393939394,Москва
1015,Саид,Мирзаев,356,7.422310756972111,Люберцы
1016,Хасан,Джабраилов,497,6.491666666666666,Москва
1017,Рахмат,Юсупов,25,7.166666666666667,Москва
1018,Жомарт,Алимов,1417,7.066666666666666,Москва
1019,Алишер,Саидов,415,6.094674556213017,Москва
1020,Евгений,Лебедев,46,6.466019417475728,Москва
1021,Алексей,Смирнов,230,7.705882352941177,Москва
1022,Владимир,Петров,1121,6.493150684931507,Железнодорожный
1023,Ислам,Абдурахман,4,6.348484848484849,Москва
1024,Ислам,Гаджиев,605,5.503401360544218,Москва
1025,Залим,Караев,634,5.1863636363636365,Химки
1026,Рахмат,Каримов,1688,4.903614457831325,Люберцы
1027,Рустам,Турдиев,818,8.231441048034934,Мытищи
1028,Михаил,Попов,1093,6.1138613861386135,Люберцы
1029,Алишер,Каримов,343,7.706586826347305,Москва
1030,Расул,Магомедов,847,7.256410256410256,Реутов
1031,Рустам,Жумаев,1609,6.533333333333333,Москва
1032,Хасан,Алиев,1709,7.017857142857143,Железнодорожный
1033,Саид,Юсупов,537,6.651639344262295,Москва
1034,Дильшод,Мирзаев,49,6.576419213973799,Москва
1035,Рустам,Абдрахманов,1687,5.563265306122449,Москва
1036,Алишер,Саидов,1187,6.052631578947368,Москва
1037,Саид,Алимов,1243,6.949771689497717,Москва
1038,Гюльнара,Абдуллаева,965,6.024844720496894,Москва
1039,Евгений,Попов,325,7.829493087557604,Подольск
1040,Олег,Морозов,1192,5.574660633484163,Химки
1041,Бауржан,Жумаев,812,6.5875,Люберцы
1042,Залим,Багаев,1692,7.008032128514056,Королев
1043,Амина,Абдурахман,802,6.694560669456067,Подольск
1044,Рахмат,Абдрахманов,214,6.558282208588957,Балашиха
1045,Жомарт,Махмудов,250,6.287878787878788,Королев
1046,Нигина,Юсупова,680,5.977678571428571,Химки
1047,Алишер,Абдрахманов,474,6.754966887417218,Москва
1048,Магомед,Исаев,894,6.23943661971831,Москва
1049,Нурсултан,Алимов,1195,4.940476190476191,Москва
1050,Бауржан,Рахимов,333,6.864285714285714,Москва
1051,Айша,Гаджиева,1389,6.243055555555555,Балашиха
1052,Рахмат,Мирзаев,1622,5.8579881656804735,Москва
1053,Хасан,Джабраилов,619,6.391666666666667,Железнодорожный
1054,Залим,Абдуллаев,1015,6.411428571428571,Химки
1055,Мурад,Гаджиев,642,5.813492063492063,Подольск
1056,Нигина,Махмудова,600,7.7229437229437226,Москва
1057,Нурсултан,Абдрахманов,846,7.489655172413793,Москва
1058,Залим,Гаджиев,59,6.977941176470588,Москва
1059,Николай,Петров,1286,5.706896551724138,Люберцы
1060,Дильшод,Махмудов,1131,5.867469879518072,Балашиха
1061,Михаил,Кузнецов,1137,5.75,Москва
1062,Бауржан,Турдиев,1390,6.47953216374269,Москва
1063,Дильшод,Абдуллаев,1539,4.914634146341464,Москва
1064,Бауржан,Юсупов,1779,7.64,Подольск
1065,Жомарт,Абдрахманов,1642,5.743119266055046,Подольск
1066,Расул,Саидов,1287,6.6171875,Мытищи
1067,Залим,Юсупов,63,8.0,Москва
1068,Нурсултан,Касымов,1111,8.075862068965517,Королев
1069,Дильшод,Юсупов,1097,6.161290322580645,Москва
1070,Залим,Ахмед,32,6.936936936936937,Москва
1071,Дмитрий,Иванов,297,6.243243243243243,Москва
1072,Иван,Петров,419,6.69758064516129,Москва
1073,Жомарт,Рахимов,1565,7.237068965517241,Подольск
1074,Мурад,Ахмед,502,5.484662576687117,Москва
1075,Иван,Сидоров,1349,6.081545064377682,Балашиха
1076,Расул,Гаджиев,234,7.125,Химки
1077,Саид,Абдуллаев,1247,7.157657657657658,Реутов
1078,Расул,Саидов,974,8.143410852713178,Москва
1079,Мурад,Абдуллаев,328,5.824561403508772,Москва
1080,Дмитрий,Новиков,1482,6.616666666666666,Москва
1081,Олег,Смирнов,651,6.218623481781377,Балашиха
1082,Бауржан,Рахимов,72,5.629166666666666,Долгопрудный
1083,Расул,Караев,1065,6.078947368421052,Москва
1084,Владимир,Сидоров,742,4.834782608695652,Реутов
1085,Хасан,Алиев,110,6.755364806866953,Москва
1086,Дмитрий,Кузнецов,417,5.976190476190476,Мытищи
1087,Хасан,Багаев,5,5.669421487603306,Люберцы
1088,Мурад,Ахмед,203,7.844961240310077,Долгопрудный
1089,Рустам,Абдрахманов,129,6.8175675675675675,Люберцы
1090,Нурсултан,Каримов,618,6.76,Москва
1091,Жомарт,Мирзаев,308,6.254032258064516,Подольск
1092,Рустам,Юсупов,317,6.1466666666666665,Долгопрудный
1093,Дмитрий,Новиков,1418,7.175,Москва
1094,Олег,Сидоров,588,6.046296296296297,Мытищи
1095,Павел,Лебедев,1059,6.039301310043668,Долгопрудный
1096,Темирлан,Абдуллаев,1771,6.245614035087719,Люберцы
1097,Шамиль,Джабраилов,74,9.683453237410072,Москва
1098,Сергей,Новиков,140,4.75103734439834,Балашиха
1099,Олег,Лебедев,1280,5.466216216216216,Подольск
1100,Нурсултан,Абдуллаев,806,6.6835443037974684,Москва
1101,Гамид,Багаев,76,7.016064257028113,Химки
1102,Евгений,Козлов,506,6.920289855072464,Мытищи
1103,Алишер,Каримов,1569,7.660714285714286,Люберцы
1104,Дмитрий,Морозов,396,5.6467065868263475,Москва
1105,Рахмат,Абдуллаев,452,6.048780487804878,Москва
1106,Гюльнара,Алиева,872,7.406666666666666,Москва
1107,Владимир,Иванов,181,8.011111111111111,Москва
1108,Сафия,Караева,388,6.268398268398268,Балашиха
1109,Рахмат,Юсупов,1379,7.34640522875817,Долгопрудный
1110,Аслан,Алиев,700,4.751091703056769,Москва
1111,Нигина,Алимова,1633,7.577464788732394,Москва
1112,Гюльнара,Гаджиева,1165,6.979591836734694,Реутов
1113,Расул,Караев,1304,6.008733624454148,Москва
1114,Рустам,Саидов,525,5.523809523809524,Москва
1115,Шамиль,Абдуллаев,1811,8.325301204819278,Химки
1116,Магомед,Исаев,655,6.414847161572053,Балашиха
1117,Расул,Джабраилов,1172,7.906976744186046,Мытищи
1118,Нурсултан,Алимов,1142,8.417021276595746,Королев
1119,Рахмат,Мирзаев,367,7.574468085106383,Москва
1120,Алишер,Абдрахманов,1253,5.995594713656388,Балашиха
1121,Самира,Назарова,1003,8.033613445378151,Балашиха
1122,Бауржан,Рахимов,829,8.017045454545455,Москва
1123,Эльнур,Турдиев,1425,6.128205128205129,Мытищи
1124,Алишер,Саидов,880,6.701298701298701,Королев
1125,Расул,Юсупов,67,6.046413502109704,Подольск
1126,Залим,Абдурахман,1385,5.431034482758621,Королев
1127,Иван,Лебедев,1442,7.394422310756972,Мытищи
1128,Расул,Джабраилов,858,5.277456647398844,Люберцы
1129,Дильшод,Саидов,1717,4.95,Москва
1130,Николай,Петров,863,8.030534351145038,Мытищи
1131,Бауржан,Абдрахманов,1738,5.957264957264957,Люберцы
1132,Расул,Гаджиев,599,6.864754098360656,Москва
1133,Аслан,Саидов,492,5.769911504424779,Балашиха
1134,Шамиль,Шарипов,1067,6.098591549295775,Мытищи
1135,Иван,Сидоров,1655,7.049382716049383,Химки
1136,Расул,Караев,758,7.944444444444445,Москва
1137,Динара,Мирзаева,1279,5.486111111111111,Мытищи
1138,Алексей,Кузнецов,1568,5.97071129707113,Королев
1139,Жомарт,Абдрахманов,816,7.346938775510204,Москва
1140,Алишер,Мирзаев,1248,5.755274261603375,Москва
1141,Алишер,Назаров,217,5.3076923076923075,Железнодорожный
1142,Темирлан,Мирзаев,747,7.625,Москва
1143,Ислам,Гаджиев,134,6.917127071823204,Москва
1144,Эльнур,Турдиев,987,6.7408906882591095,Москва
1145,Жомарт,Жумаев,327,6.788135593220339,Москва
1146,Алишер,Юсупов,1582,6.558333333333334,Москва
1147,Ислам,Абдуллаев,246,8.034722222222221,Железнодорожный
1148,Шамиль,Шарипов,866,5.271929824561403,Долгопрудный
1149,Сафия,Ахмед Оглы,803,6.810699588477366,Химки
1150,Залим,Джабраилов,718,7.014084507042254,Москва
1151,Алишер,Махмудов,1797,6.259574468085106,Москва
1152,Бауржан,Юсупов,1638,7.395833333333333,Подольск
1153,Саид,Назаров,133,5.179372197309417,Долгопрудный
1154,Жомарт,Турдиев,1682,6.512345679012346,Люберцы
1155,Эльнур,Махмудов,1077,9.530386740331492,Подольск
1156,Гамид,Саидов,1513,7.7375,Москва
1157,Жомарт,Жумаев,242,6.331491712707182,Москва
1158,Евгений,Морозов,1130,5.05625,Люберцы
1159,Рахмат,Жумаев,1421,7.2927756653992395,Москва
1160,Эльнур,Махмудов,854,6.142857142857143,Королев
1161,Магомед,Алиев,1115,8.569620253164556,Реутов
1162,Ислам,Шарипов,286,6.861423220973783,Москва
1163,Аслан,Абдурахман,1032,5.899581589958159,Люберцы
1164,Аслан,Абдуллаев,807,5.503875968992248,Долгопрудный
1165,Рамазан,Саидов,1764,9.247863247863247,Балашиха
1166,Николай,Новиков,1150,6.306930693069307,Королев
1167,Расул,Исаев,466,6.483050847457627,Москва
1168,Аслан,Алиев,89,5.132420091324201,Химки
1169,Николай,Петров,1503,7.830985915492958,Москва
1170,Бауржан,Юсупов,860,6.377777777777778,Реутов
1171,Мурад,Саидов,1292,6.350210970464135,Реутов
1172,Самира,Алимова,976,5.571428571428571,Москва
1173,Магомед,Шарипов,1236,5.44106463878327,Москва
1174,Рахмат,Махмудов,1064,6.020661157024794,Железнодорожный
1175,Сергей,Иванов,1787,6.428,Москва
1176,Рамазан,Юсупов,973,6.788135593220339,Подольск
1177,Евгений,Петров,1200,6.769230769230769,Балашиха
1178,Николай,Лебедев,1397,5.471264367816092,Балашиха
1179,Лейла,Саидова,124,8.085836909871245,Долгопрудный
1180,Ислам,Ахмед,849,7.574468085106383,Москва
1181,Темирлан,Жумаев,761,8.416309012875537,Люберцы
1182,Расул,Ахмед,1739,8.090909090909092,Мытищи
1183,Залим,Ахмед,119,7.606986899563319,Химки
1184,Дмитрий,Попов,1159,6.6553191489361705,Долгопрудный
1185,Темирлан,Назаров,116,5.622047244094488,Москва
1186,Эльнур,Касымов,1708,6.761261261261262,Москва
1187,Саид,Абдрахманов,1110,6.7269076305220885,Королев
1188,Нигина,Абдуллаева,698,7.062761506276151,Королев
1189,Рахмат,Жумаев,804,8.220883534136545,Москва
1190,Рахмат,Турдиев,1034,4.7757847533632285,Москва
1191,Аслан,Исаев,1383,5.849785407725322,Мытищи
1192,Эльнур,Жумаев,262,4.814569536423841,Москва
1193,Евгений,Петров,1211,6.559523809523809,Москва
1194,Гамид,Абдуллаев,857,5.325842696629214,Москва
1195,Алексей,Козлов,462,7.1525423728813555,Реутов
1196,Наталья,Иванова,1680,5.129310344827586,Москва
1197,Рустам,Касымов,1491,5.609649122807017,Москва
1198,Эльнур,Абдрахманов,524,7.421052631578948,Реутов
1199,Саид,Турдиев,639,5.546218487394958,Долгопрудный
1200,Ислам,Абдурахман,1246,6.215311004784689,Москва
1201,Нурсултан,Алимов,1125,6.378260869565217,Подольск
1202,Саид,Алимов,352,6.7105263157894735,Москва
1203,Залим,Абдуллаев,145,6.722448979591837,Балашиха
1204,Гюльнара,Караева,993,6.2101449275362315,Долгопрудный
1205,Залим,Абдурахман,1055,6.659836065573771,Москва
1206,Эльнур,Юсупов,1148,5.051587301587301,Мытищи
1207,Хасан,Ахмед,200,8.782312925170068,Москва
1208,Саид,Каримов,794,6.61271676300578,Железнодорожный
1209,Бауржан,Абдуллаев,1407,6.603550295857988,Москва
1210,Рахмат,Каримов,916,5.778656126482214,Королев
1211,Дильшод,Саидов,647,7.036363636363636,Подольск
1212,Ислам,Абдурахман,789,7.23109243697479,Мытищи
1213,Шамиль,Юсупов,1392,6.181102362204724,Реутов
1214,Шамиль,Багаев,423,8.26950354609929,Мытищи
1215,Эльнур,Абдрахманов,53,8.056034482758621,Москва
1216,Саид,Юсупов,1205,6.938271604938271,Москва
1217,Рустам,Каримов,102,8.20863309352518,Подольск
1218,Михаил,Новиков,1328,8.251028806584362,Долгопрудный
1219,Мурад,Караев,1594,6.918918918918919,Москва
1220,Рахмат,Абдуллаев,222,9.857142857142858,Москва
1221,Дмитрий,Козлов,1516,8.019607843137255,Люберцы
1222,Темирлан,Абдуллаев,980,6.7894736842105265,Люберцы
1223,Шамиль,Юсупов,1290,6.069620253164557,Долгопрудный
1224,Николай,Морозов,1026,6.4389140271493215,Москва
1225,Шамиль,Багаев,1695,7.98744769874477,Мытищи
1226,Феруза,Назарова,551,7.047058823529412,Подольск
1227,Владимир,Смирнов,859,7.875518672199171,Москва
1228,Юлия,Смирнова,478,6.450819672131147,Москва
1229,Владимир,Иванов,86,6.729838709677419,Москва
1230,Аслан,Джабраилов,1188,6.884892086330935,Москва
1231,Темирлан,Алимов,1727,7.0,Подольск
1232,Эльнур,Абдуллаев,1761,6.951541850220265,Москва
1233,Ислам,Исаев,115,6.902255639097745,Железнодорожный
1234,Рамазан,Абдурахман,1601,4.733644859813084,Мытищи
1235,Жомарт,Жумаев,122,7.482608695652174,Москва
1236,Эльнур,Махмудов,429,7.886363636363637,Москва
1237,Мурад,Гаджиев,773,7.3052631578947365,Королев
1238,Бауржан,Мирзаев,1272,5.0299625468164795,Москва
1239,Диля,Саидова,215,5.570422535211268,Мытищи
1240,Алишер,Юсупов,1183,5.858870967741935,Москва
1241,Аслан,Абдуллаев,1210,6.972222222222222,Москва
1242,Жомарт,Махмудов,876,7.254980079681275,Москва
1243,Эльнур,Абдуллаев,1118,6.210743801652892,Люберцы
1244,Расул,Караев,1063,5.931818181818182,Люберцы
1245,Хасан,Караев,1340,6.427350427350428,Балашиха
1246,Мурад,Джабраилов,1573,6.7612903225806456,Москва
1247,Олег,Новиков,593,6.502283105022831,Королев
1248,Магомед,Абдурахман,1729,6.9057591623036645,Москва
1249,Владимир,Лебедев,1031,6.7447698744769875,Химки
1250,Владимир,Кузнецов,684,5.512345679012346,Химки
1251,Расул,Караев,715,6.281481481481482,Королев
1252,Динара,Касымова,1162,5.644628099173554,Железнодорожный
1253,Хасан,Гаджиев,659,6.475409836065574,Реутов
1254,Алишер,Жумаев,1574,4.813186813186813,Москва
1255,Алексей,Иванов,43,6.6866666666666665,Москва
1256,Нурсултан,Алимов,1153,7.274418604651163,Москва
1257,Михаил,Смирнов,368,6.207865168539326,Москва
1258,Саид,Махмудов,204,4.8604651162790695,Москва
1259,Аслан,Саидов,1671,7.122950819672131,Железнодорожный
1260,Олег,Лебедев,825,5.959641255605381,Москва
1261,Гамид,Исаев,1103,5.244635193133047,Москва
1262,Залим,Магомедов,674,5.801801801801802,Железнодорожный
1263,Ислам,Исаев,298,7.168674698795181,Мытищи
1264,Фатима,Юсупова,446,6.881578947368421,Москва
1265,Магомед,Гаджиев,615,7.242553191489361,Люберцы
1266,Расул,Абдурахман,1128,6.285714285714286,Москва
1267,Сергей,Новиков,1123,5.496124031007752,Москва
1268,Гюльнара,Абдуллаева,1712,6.707818930041152,Мытищи
1269,Темирлан,Саидов,975,7.184,Москва
1270,Алишер,Мирзаев,1384,7.061475409836065,Долгопрудный
1271,Хасан,Караев,1070,5.530201342281879,Москва
1272,Магомед,Юсупов,1694,6.839506172839506,Реутов
1273,Нурсултан,Саидов,7,8.368421052631579,Москва
1274,Расул,Абдурахман,1753,6.8577981651376145,Королев
1275,Дильшод,Назаров,158,6.645833333333333,Москва
1276,Бауржан,Касымов,1595,6.454545454545454,Долгопрудный
1277,Нурсултан,Алимов,885,4.732558139534884,Реутов
1278,Залим,Алиев,1127,6.841409691629956,Москва
1279,Рустам,Рахимов,1393,5.9,Реутов
1280,Шамиль,Юсупов,594,6.410714285714286,Москва
1281,Рустам,Абдрахманов,520,6.7956521739130435,Москва
1282,Нигина,Каримова,985,6.182266009852217,Подольск
1283,Дмитрий,Смирнов,1541,5.8858267716535435,Москва
1284,Эльнур,Турдиев,1180,6.451612903225806,Химки
1285,Рахмат,Алимов,460,5.494208494208494,Люберцы
1286,Павел,Морозов,1212,7.270642201834862,Москва
1287,Жомарт,Каримов,1019,4.898550724637682,Балашиха
1288,Павел,Кузнецов,245,4.671717171717172,Люберцы
1289,Рамазан,Юсупов,774,7.116071428571429,Москва
1290,Нигина,Рахимова,80,6.381165919282512,Мытищи
1291,Екатерина,Иванова,282,6.647058823529412,Москва
1292,Иван,Кузнецов,281,6.3755458515283845,Москва
1293,Нигина,Абдрахманова,393,5.970588235294118,Люберцы
1294,Ислам,Магомедов,326,5.493617021276596,Москва
1295,Михаил,Иванов,638,5.845849802371541,Москва
1296,Аслан,Абдурахман,91,6.333333333333333,Москва
1297,Эльнур,Каримов,1438,5.954732510288066,Железнодорожный
1298,Махира,Мирзаева,231,6.041420118343195,Балашиха
1299,Олег,Кузнецов,1701,5.148837209302326,Люберцы
1300,Залим,Багаев,418,6.65359477124183,Москва
1301,Лейла,Ахмед Оглы,1588,6.264227642276423,Москва
1302,Елена,Иванова,1414,7.415686274509804,Королев
1303,Аслан,Юсупов,1812,7.817427385892116,Химки
1304,Темирлан,Юсупов,1634,5.949720670391062,Мытищи
1305,Алишер,Махмудов,256,6.886486486486486,Железнодорожный
1306,Магомед,Багаев,759,5.476595744680851,Москва
1307,Шамиль,Джабраилов,1617,6.1856060606060606,Москва
1308,Бауржан,Турдиев,125,6.5625,Москва
1309,Аслан,Абдурахман,420,5.151785714285714,Балашиха
1310,Шамиль,Алиев,1318,6.286764705882353,Москва
1311,Алишер,Саидов,1720,7.621212121212121,Мытищи
1312,Дильшод,Абдрахманов,911,7.869955156950673,Реутов
1313,Айша,Саидова,1317,6.663829787234042,Балашиха
1314,Нурсултан,Назаров,1105,6.897810218978102,Подольск
1315,Рустам,Жумаев,501,6.925619834710743,Москва
1316,Рустам,Каримов,1592,6.613924050632911,Москва
1317,Хасан,Саидов,241,5.712871287128713,Реутов
1318,Дильшод,Алимов,1329,6.833333333333333,Москва
1319,Дильшод,Юсупов,883,5.155102040816327,Москва
1320,Евгений,Лебедев,1072,7.133620689655173,Москва
1321,Бауржан,Назаров,1160,6.187250996015936,Москва
1322,Рахмат,Юсупов,1492,5.8765432098765435,Москва
1323,Мурад,Абдурахман,751,7.028776978417266,Мытищи
1324,Саид,Юсупов,98,6.5426829268292686,Москва
1325,Аслан,Джабраилов,51,7.953974895397489,Королев
1326,Темирлан,Юсупов,921,6.44,Люберцы
1327,Аслан,Шарипов,590,6.797520661157025,Реутов
1328,Эльнур,Абдрахманов,790,5.901185770750988,Москва
1329,Махира,Касымова,1752,6.976653696498055,Долгопрудный
1330,Шамиль,Алиев,77,5.235772357723577,Москва
1331,Евгений,Смирнов,671,5.4535315985130115,Мытищи
1332,Дмитрий,Новиков,1693,5.139442231075697,Химки
1333,Эльнур,Турдиев,909,7.73758865248227,Химки
1334,Саид,Саидов,220,6.639004149377594,Москва
1335,Иван,Лебедев,274,8.69406392694064,Реутов
1336,Дильшод,Касымов,1804,8.162393162393162,Москва
1337,Шамиль,Багаев,788,5.445833333333334,Королев
1338,Саид,Жумаев,1202,6.988165680473373,Москва
1339,Залим,Саидов,340,5.639705882352941,Долгопрудный
1340,Жомарт,Алимов,1086,6.469026548672566,Москва
1341,Михаил,Кузнецов,1750,7.469945355191257,Реутов
1342,Олег,Сидоров,943,6.257142857142857,Москва
1343,Евгений,Иванов,126,7.309608540925267,Реутов
1344,Анна,Сидорова,1591,6.869565217391305,Москва
1345,Рамазан,Гаджиев,1409,6.4495412844036695,Реутов
1346,Рустам,Турдиев,1416,5.767857142857143,Москва
1347,Залина,Джабраилова,380,7.354838709677419,Королев
1348,Олег,Петров,538,6.788079470198675,Мытищи
1349,Владимир,Сидоров,1167,7.206140350877193,Железнодорожный
1350,Эльнур,Абдрахманов,560,4.956896551724138,Железнодорожный
1351,Саид,Юсупов,1021,5.565217391304348,Москва
1352,Бауржан,Мирзаев,811,5.474509803921569,Москва
1353,Нигина,Абдуллаева,1351,7.056910569105691,Мытищи
1354,Аслан,Шарипов,752,7.138888888888889,Москва
1355,Бауржан,Абдуллаев,172,7.273504273504273,Москва
1356,Эльнур,Абдуллаев,855,7.42654028436019,Москва
1357,Рамазан,Караев,1785,7.778625954198473,Москва
1358,Дмитрий,Смирнов,1613,5.457264957264957,Мытищи
1359,Темирлан,Рахимов,62,6.401606425702811,Москва
1360,Евгений,Петров,1074,8.0,Москва
1361,Мурад,Джабраилов,1129,7.322834645669292,Долгопрудный
1362,Дильшод,Махмудов,1523,6.44,Химки
1363,Темирлан,Алимов,1444,6.327800829875518,Королев
1364,Расул,Алиев,58,6.726666666666667,Железнодорожный
1365,Нурсултан,Абдуллаев,68,6.318181818181818,Москва
1366,Темирлан,Абдрахманов,1550,5.187265917602996,Люберцы
1367,Хасан,Исаев,186,6.936781609195402,Реутов
1368,Дильшод,Назаров,157,7.090909090909091,Москва
1369,Хасан,Абдуллаев,832,5.591549295774648,Долгопрудный
1370,Мурад,Исаев,679,7.591304347826087,Москва
1371,Нигина,Мирзаева,1081,7.299242424242424,Люберцы
1372,Дильшод,Алимов,52,5.409594095940959,Москва
1373,Алишер,Мирзаев,118,5.972972972972973,Москва
1374,Гамид,Алиев,27,6.458333333333333,Химки
1375,Саид,Каримов,516,6.01875,Москва
1376,Дмитрий,Петров,1599,4.888888888888889,Москва
1377,Амина,Джабраилова,1602,5.936974789915967,Люберцы
1378,Эльнур,Алимов,907,5.735042735042735,Королев
1379,Саид,Касымов,35,5.819923371647509,Люберцы
1380,Михаил,Попов,476,5.408805031446541,Реутов
1381,Гульнара,Алимова,362,7.7853881278538815,Балашиха
1382,Нурсултан,Турдиев,1789,6.2084942084942085,Москва
1383,Саид,Назаров,1747,7.791666666666667,Москва
1384,Рахмат,Махмудов,1144,6.405857740585774,Москва
1385,Владимир,Кузнецов,527,7.0920245398773005,Химки
1386,Феруза,Жумаева,1674,8.923076923076923,Москва
1387,Дильшод,Абдуллаев,373,7.1878787878787875,Химки
1388,Дмитрий,Сидоров,280,7.044354838709677,Люберцы
1389,Рамазан,Исаев,719,6.404494382022472,Химки
1390,Дильшод,Жумаев,877,8.74031007751938,Москва
1391,Саид,Саидов,964,7.907949790794979,Железнодорожный
1392,Маликат,Исаева,573,6.634730538922156,Москва
1393,Владимир,Кузнецов,776,7.32824427480916,Реутов
1394,Гамид,Саидов,465,6.816666666666666,Москва
1395,Жомарт,Алимов,687,6.416666666666667,Железнодорожный
1396,Бауржан,Мирзаев,1310,7.831050228310502,Москва
1397,Гамид,Багаев,1777,5.509803921568627,Химки
1398,Залим,Магомедов,1538,5.9421487603305785,Москва
1399,Хасан,Исаев,681,6.156028368794326,Москва
1400,Саид,Касымов,1659,5.537414965986395,Москва
1401,Жомарт,Абдрахманов,796,8.749019607843136,Реутов
1402,Залим,Абдуллаев,1807,6.383647798742138,Москва
1403,Дильшод,Каримов,90,6.262295081967213,Москва
1404,Рамазан,Ахмед,128,5.12719298245614,Химки
1405,Аслан,Ахмед,1117,7.587719298245614,Балашиха
1406,Рустам,Абдрахманов,1703,7.660869565217391,Москва
1407,Бауржан,Алимов,159,6.063291139240507,Балашиха
1408,Михаил,Попов,1630,7.082089552238806,Москва
1409,Саид,Мирзаев,983,9.0,Долгопрудный
1410,Рустам,Абдрахманов,852,10.61654135338346,Долгопрудный
1411,Мурад,Абдуллаев,1391,6.926229508196721,Москва
1412,Рахмат,Жумаев,736,5.246636771300448,Москва
1413,Магомед,Ахмед,1334,9.022222222222222,Москва
1414,Саид,Назаров,136,5.590551181102362,Москва
1415,Рустам,Алимов,682,5.451388888888889,Москва
1416,Эльнур,Махмудов,1704,7.071729957805907,Москва
1417,Аслан,Гаджиев,609,6.962121212121212,Москва
1418,Рамазан,Абдурахман,503,7.3534883720930235,Москва
1419,Иван,Смирнов,103,6.357758620689655,Железнодорожный
1420,Жомарт,Саидов,1676,7.868217054263566,Москва
1421,Ислам,Джабраилов,1094,6.21304347826087,Москва
1422,Нурсултан,Турдиев,1705,7.47972972972973,Москва
1423,Бауржан,Каримов,1620,7.686440677966102,Подольск
1424,Темирлан,Абдуллаев,1116,6.244979919678715,Москва
1425,Нурсултан,Турдиев,704,5.762645914396887,Королев
1426,Юлия,Смирнова,364,7.3418803418803416,Реутов
1427,Сергей,Смирнов,1136,6.606870229007634,Подольск
1428,Шамиль,Исаев,1221,7.25,Москва
1429,Эльнур,Жумаев,1519,7.1645021645021645,Москва
1430,Залим,Магомедов,376,6.141818181818182,Москва
1431,Залина,Гаджиева,675,5.28,Королев
1432,Темирлан,Абдрахманов,403,6.282608695652174,Балашиха
1433,Нурсултан,Касымов,1754,6.904761904761905,Москва
1434,Евгений,Козлов,879,5.933920704845815,Железнодорожный
1435,Аслан,Джабраилов,572,7.2165605095541405,Люберцы
1436,Рахмат,Касымов,1452,5.459915611814346,Люберцы
1437,Владимир,Морозов,482,5.493421052631579,Москва
1438,Рахмат,Рахимов,1332,7.154440154440154,Королев
1439,Темирлан,Назаров,1241,6.940217391304348,Мытищи
1440,Мурад,Абдурахман,1663,4.958677685950414,Москва
1441,Евгений,Смирнов,96,7.3264462809917354,Москва
1442,Рустам,Махмудов,1359,6.306034482758621,Балашиха
1443,Жомарт,Назаров,968,5.68503937007874,Москва
1444,Зара,Абдурахман,1555,7.425531914893617,Королев
1445,Михаил,Морозов,1046,5.642857142857143,Мытищи
1446,Алексей,Козлов,814,6.241803278688525,Москва
1447,Хасан,Караев,1186,7.425287356321839,Мытищи
1448,Сергей,Смирнов,1048,5.911016949152542,Балашиха
1449,Ислам,Абдуллаев,1010,7.283333333333333,Москва
1450,Бауржан,Юсупов,244,7.348101265822785,Балашиха
1451,Шамиль,Караев,1061,6.767543859649122,Москва
1452,Николай,Петров,792,6.925373134328358,Москва
1453,Алишер,Махмудов,433,5.671171171171171,Реутов
1454,Бауржан,Касымов,185,6.648148148148148,Москва
1455,Мурад,Абдурахман,1572,6.354285714285714,Москва
1456,Шамиль,Магомедов,143,7.0,Химки
1457,Эльнур,Юсупов,1469,9.480874316939891,Москва
1458,Эльнур,Алимов,892,6.659751037344399,Москва
1459,Дмитрий,Лебедев,302,8.837606837606838,Москва
1460,Дильшод,Саидов,1649,5.58955223880597,Химки
1461,Залим,Магомедов,934,6.825688073394495,Люберцы
1462,Шамиль,Абдуллаев,454,7.36,Реутов
1463,Алишер,Жумаев,1468,6.972332015810276,Реутов
1464,Залим,Шарипов,557,5.550420168067227,Долгопрудный
1465,Рахмат,Рахимов,235,6.708860759493671,Люберцы
1466,Залим,Абдуллаев,1043,6.299212598425197,Подольск
1467,Рамазан,Исаев,923,7.30939226519337,Москва
1468,Ислам,Абдурахман,1403,6.633204633204633,Москва
1469,Хасан,Саидов,1156,5.7368421052631575,Москва
